title,score,keywords
الشامي: كلفة العلاجات في المصحات تتضاعف 5 مرات مقارنة بالمستشفيات,4.0,الشامي كلفة العلاجات المصحات تتضاعف مرات مقارنة بالمستشفيات
أخنوش: الورش الإصلاحي للحماية الاجتماعية يحسن ظروف عيش المغاربة,5.5,أخنوش الورش الإصلاحي للحماية الاجتماعية يحسن ظروف عيش المغاربة
تجمعيات: المدونة تعزز تماسك الأسر,2.5,تجمعيات المدونة تعزز تماسك الأسر
الدبلوماسية المغربية في الاتحاد الإفريقي تفضح أحقاد النظام الجزائري,2.0,الدبلوماسية المغربية الاتحاد الإفريقي تفضح أحقاد النظام الجزائري
ولد الرشيد: التفكير الجماعي قادر على تعزيز منظومة الحماية الاجتماعية,5.5,ولد الرشيد التفكير الجماعي قادر تعزيز منظومة الحماية الاجتماعية
ابن حساين: الانحطاط يزيد بالجزائر,2.5,ابن حساين الانحطاط يزيد بالجزائر
الذكرى 14 للثورة الليبية .. المغرب يواصل تشجيع مسار إرساء الاستقرار,4.5,الذكرى للثورة الليبية المغرب يواصل تشجيع مسار إرساء الاستقرار
دراسة تسلط الضوء على أداء المبعوثين الأمميين إلى الصحراء المغربية,4.0,دراسة تسلط الضوء أداء المبعوثين الأمميين الصحراء المغربية
سياسة ترامب بمنطقة الشرق الأوسط .. وهم الاستقرار وحتمية الاضطراب,5.5,سياسة ترامب بمنطقة الشرق الأوسط وهم الاستقرار وحتمية الاضطراب
فرحة استعمارية وثغرات بروتوكولية ترافق الجزائر في المفوضية الإفريقية,4.0,فرحة استعمارية وثغرات بروتوكولية ترافق الجزائر المفوضية الإفريقية
المغرب يدعم إصلاح الاتحاد الإفريقي,1.5,المغرب يدعم إصلاح الاتحاد الإفريقي
"بروباغندا اليأس بالجزائر .. ""النظام الكذاب"" يرفع جرعة استهداف المغرب",4.5,بروباغندا اليأس بالجزائر النظام الكذاب يرفع جرعة استهداف المغرب
توشيح حموشي بوسام نايف للأمن العربي,3.0,توشيح حموشي بوسام نايف للأمن العربي
المغرب يؤكد الالتزام بحسن الجوار,1.5,المغرب يؤكد الالتزام بحسن الجوار
البرازيل تقر اتفاقية تعاون مع المغرب,1.5,البرازيل تقر اتفاقية تعاون المغرب
أحزاب ومؤسسات تطلق شخصيات افتراضية .. إشادات واعتراضات,3.5,أحزاب ومؤسسات تطلق شخصيات افتراضية إشادات واعتراضات
مؤتمر حول التنمية بالمغرب وموريتانيا,1.5,مؤتمر حول التنمية بالمغرب وموريتانيا
"الجباري: مشروع قانون ""المسطرة الجنائية"" يتعارض مع مبادئ دستورية",4.0,الجباري مشروع قانون المسطرة الجنائية يتعارض مبادئ دستورية
حكاية جحا والحمار.. إعلام الجزائر يتورط في الكذب المفضوح ضد المملكة,6.0,حكاية جحا والحمار إعلام الجزائر يتورط الكذب المفضوح ضد المملكة
آيت ميك ينادي بالتضامن الدولي,4.5,آيت ميك ينادي بالتضامن الدولي
مركز تفكير بريطاني: مبادرات المغرب تساهم في مواجهة التهديدات بالساحل,3.5,مركز تفكير بريطاني مبادرات المغرب تساهم مواجهة التهديدات بالساحل
داتي تلتقي فاعلين ثقافيين في الرباط,1.5,داتي تلتقي فاعلين ثقافيين الرباط
لوائح الغرف المهنية‬ تنتظر الطعون,2.0,لوائح الغرف تنتظر الطعون
لجان لوائح الانتخاب تعلن التعديلات,2.5,لجان لوائح الانتخاب تعلن التعديلات
تحركات سياسية بطنجة تنذر بمفاجآت في ترشيحات الأحزاب لانتخابات 2026,4.0,تحركات سياسية بطنجة تنذر بمفاجآت ترشيحات الأحزاب لانتخابات
المغرب يشارك في اجتماع بأديس أبابا,1.5,المغرب يشارك اجتماع بأديس أبابا
"""الحركة"" تحذر من تداعيات اجتماعية",2.0,الحركة تحذر تداعيات اجتماعية
الكونغرس الكولومبي يدعم المغرب,1.0,الكونغرس الكولومبي يدعم المغرب
"الجزائر تلجأ إلى سياسة ""الابتزاز وشراء الأصوات"" بعد الفيتو الإفريقي",4.0,الجزائر تلجأ سياسة الابتزاز وشراء الأصوات الفيتو الإفريقي
ندوة تنظر إلى السياسات التنموية المغربية على ضوء نتائج الإحصاء العام,3.5,ندوة تنظر السياسات التنموية المغربية ضوء نتائج الإحصاء العام
"صفحات ""نبل السياسة"" تستعرض مسار القيادي اليساري إسماعيل العلوي",5.5,صفحات نبل السياسة تستعرض مسار القيادي اليساري إسماعيل العلوي
بنسعيد يجري مباحثات بمدينة جدة,2.5,بنسعيد يجري مباحثات بمدينة جدة
ولد الرشيد يستقبل رئيس البارلاتينو,2.5,ولد الرشيد يستقبل رئيس البارلاتينو
بايتاس: تخصيص 14 مليار درهم للتشغيل سابقة.. والإيرادات الضريبية ترتفع,4.0,بايتاس تخصيص مليار للتشغيل سابقة والإيرادات الضريبية ترتفع
تعيينات في مناصب حكومية عليا,2.0,تعيينات مناصب حكومية عليا
وزير الفلاحة: قطيع المواشي يشهد تراجعا كبيرا .. وأسعار اللحوم مستقرة,5.0,وزير الفلاحة قطيع المواشي يشهد تراجعا كبيرا وأسعار اللحوم مستقرة
وفد عسكري إفريقي يزور المغرب,1.5,وفد عسكري إفريقي يزور المغرب
بكلفة 14 مليار درهم.. هذه تفاصيل الخطة الحكومية لإنعاش التشغيل,3.5,بكلفة مليار تفاصيل الخطة الحكومية لإنعاش التشغيل
بنسعيد يبرز دعم الملك لفلسطين,1.5,بنسعيد يبرز دعم الملك لفلسطين
"""سوريا الجديدة"" تكشف تهور النظام الجزائري وحكمة الموقف المغربي",4.5,سوريا الجديدة تكشف تهور النظام الجزائري وحكمة الموقف المغربي
"التصريح الإجباري بممتلكات الموظفين والأعوان يربك ""أغنياء الجماعات""",4.0,التصريح الإجباري بممتلكات الموظفين والأعوان يربك أغنياء الجماعات
إحباط التهريب الدولي للمخدرات في الكركرات .. يقظة عالية وأهمية متزايدة,7.5,إحباط التهريب الدولي للمخدرات الكركرات يقظة عالية وأهمية متزايدة
"اللمتوني يبسط إجراءات عملية لتخطي سلبيات ""نزع الملكية"" في المغرب",3.5,اللمتوني يبسط إجراءات عملية لتخطي سلبيات نزع الملكية المغرب
"وهبي يعد بمحاسبة ""جمعيات ثرية""",2.5,وهبي يعد بمحاسبة جمعيات ثرية
الوكيل القضائي للمملكة: المنازعات ضد الدولة تستنزف المال العام,5.5,الوكيل القضائي للمملكة المنازعات ضد الدولة تستنزف المال العام
"وهبي يتهم بنكيران باقتراف ""أفعال إجرامية تحت طائلة القانون الجنائي""",5.5,وهبي يتهم بنكيران باقتراف أفعال إجرامية طائلة القانون الجنائي
الجزائر تفشل في الحصول على مقعد بمجلس السلم والأمن الإفريقي,3.0,الجزائر تفشل الحصول مقعد بمجلس السلم والأمن الإفريقي
"وزير العدل يؤازر حقوق المعارضة في ""الانتقاد المطلق"" للجهاز الحكومي",4.5,وزير العدل يؤازر حقوق المعارضة الانتقاد المطلق للجهاز الحكومي
هاغسيت يتعهد بدحر الإرهاب بإفريقيا,2.5,هاغسيت يتعهد بدحر الإرهاب بإفريقيا
"""بيجيدي"" يتهم جهات بتعطيل لجنة المخطط الأخضر.. و""الأحرار"" ينتقد ""الكذب""",6.0,بيجيدي يتهم جهات بتعطيل لجنة المخطط الأخضر الأحرار ينتقد الكذب
وزير الحج السعودي يكشف جهود تحسين الخدمات للمعتمرين المغاربة,4.5,وزير الحج السعودي يكشف جهود تحسين الخدمات للمعتمرين المغاربة
بريظ وبراون يشيدان بالتعاون العسكري,2.5,بريظ وبراون يشيدان بالتعاون العسكري
بدء المجلس التنفيذي للاتحاد الإفريقي,1.5,بدء المجلس التنفيذي للاتحاد الإفريقي
الحكومة تأذن بإنشاء مركز لصيانة وإصلاح طائرات القوات المسلحة,4.5,الحكومة تأذن بإنشاء مركز لصيانة وإصلاح طائرات القوات المسلحة
مستشارون يستفسرون عن ضمان استفادة المغاربة من الثروات السمكية,3.5,مستشارون يستفسرون ضمان استفادة المغاربة الثروات السمكية
"""المونديال"" يحفز إرساء منظومة قانونية وتنظيمية متكاملة في المغرب",3.0,المونديال يحفز إرساء منظومة قانونية وتنظيمية متكاملة المغرب
العلمي يتمنى نظر المحكمة الدستورية في الانسحاب من الجلسة التشريعية,4.0,العلمي يتمنى نظر المحكمة الدستورية الانسحاب الجلسة التشريعية
"ولد الرشيد يثمن ""الحصيلة الخريفية"" .. ويتمسك بتقوية الدبلوماسية البرلمانية",5.5,ولد الرشيد يثمن الحصيلة الخريفية ويتمسك بتقوية الدبلوماسية البرلمانية
"المعارضة تنتقد تدبير الحكومة لمنظومة الاستثمار و""فشل الدعم الفلاحي""",4.5,المعارضة تنتقد تدبير الحكومة لمنظومة الاستثمار فشل الدعم الفلاحي
"العلمي: حصيلة الدورة الخريفية غنية.. ولجنة ""المخطط الأخضر"" تنطلق قريبا",6.0,العلمي حصيلة الدورة الخريفية غنية ولجنة المخطط الأخضر تنطلق قريبا
"المغرب يخسر نقطة في مكافحة الفساد .. وجمعية ""ترانسبرانسي"" تتأسف",3.0,المغرب يخسر نقطة مكافحة الفساد وجمعية ترانسبرانسي تتأسف
وزير الحج السعودي يشيد بالمغرب,0.5,وزير الحج السعودي يشيد بالمغرب
"""أغلبية النواب"" تشيد بمعالجة أزمة المياه وتطلب ""مسحا للصحة العقلية""",6.0,أغلبية النواب تشيد بمعالجة أزمة المياه وتطلب مسحا للصحة العقلية
إفراج إسرائيل عن أموال فلسطينية .. إشادة واسعة بالمبادرة الملكية,5.0,إفراج إسرائيل أموال فلسطينية إشادة واسعة بالمبادرة الملكية
"وزارة الداخلية تطالب الجماعات الترابية بالبحث عن ""مليارات منسية""",3.0,وزارة الداخلية تطالب الجماعات الترابية بالبحث مليارات منسية
بنعبد الله والاتحاديون على صفيح ساخن .. تطلعات حكومية وتشنجات بينية,5.5,بنعبد الله والاتحاديون صفيح ساخن تطلعات حكومية وتشنجات بينية
الدبلوماسية تثمن الفرص الاقتصادية الواعدة في العلاقات العراقية المغربية,2.0,الدبلوماسية تثمن الفرص الاقتصادية الواعدة العلاقات العراقية المغربية
"""المقاربة الأحادية"" تغضب نقابيين من تنزيل الهيكلة المركزية بوزارة الصحة",5.5,المقاربة الأحادية تغضب نقابيين تنزيل الهيكلة المركزية بوزارة الصحة
"ميداوي: المنح الجامعية تحتاج تعبئة جهوية .. و""معادلة الشواهد"" محددة",5.5,ميداوي المنح الجامعية تحتاج تعبئة جهوية معادلة الشواهد محددة
"أوزين: حزب الحركة الشعبية يرفض التشريع من أجل ""المواقع العابرة""",4.0,أوزين حزب الحركة الشعبية يرفض التشريع المواقع العابرة
بايتاس يعلن اقتراب توسيع الاستفادة من برامج رفع القدرات الجمعوية,5.5,بايتاس يعلن اقتراب توسيع الاستفادة برامج رفع القدرات الجمعوية
وهبي: الابتزاز الإلكتروني ليس حرية تعبير.. والربح السريع يحرك السب,5.5,وهبي الابتزاز الإلكتروني حرية تعبير والربح السريع يحرك السب
الحكومة تتدارس أخطار مهنيي الصحة,1.5,الحكومة تتدارس أخطار مهنيي الصحة
"وزير الشؤون الإسلامية يُحمل المغاربة مسؤولية الإقبال على ""بضاعات دينية""",3.0,وزير الشؤون الإسلامية المغاربة مسؤولية الإقبال بضاعات دينية
محادثات لفتيت ووزير داخلية إسبانيا,1.5,محادثات لفتيت ووزير داخلية إسبانيا
الغرفة الثانية تقر مدونة الأدوية,2.5,الغرفة الثانية تقر مدونة الأدوية
"فريق ""الأحرار"" يتولّى الدفاع عن الوزيرة بنعلي أمام مجلس الحسابات",1.5,فريق الأحرار الدفاع الوزيرة بنعلي مجلس الحسابات
فلسطين تشكر الملك محمد السادس,1.5,فلسطين تشكر الملك محمد السادس
أكاديميون مغاربة يبادرون إلى التواصل بشأن المشاركة السياسية الشبابية,4.0,أكاديميون مغاربة يبادرون التواصل بشأن المشاركة السياسية الشبابية
"الخارجية الجزائرية تحاول إحباط التقارب بين المغرب و""سوريا الجديدة""",5.0,الخارجية الجزائرية تحاول إحباط التقارب المغرب سوريا الجديدة
نواب الفريق الاشتراكي يتقدمون بمقترح قانون لتقوية حماية المستهلك,5.5,نواب الفريق الاشتراكي يتقدمون بمقترح قانون لتقوية حماية المستهلك
"وزير الداخلية يؤكد صرف 90% من دعم جبر أضرار ""فيضانات شتنبر""",3.5,وزير الداخلية يؤكد صرف دعم جبر أضرار فيضانات شتنبر
"قانون الإضراب يقسم ""التكتل الشعبي"" في أول اختبار للتحالف الحزبي",4.0,قانون الإضراب يقسم التكتل الشعبي اختبار للتحالف الحزبي
تمرير قانون الإضراب يضع مستقبل علاقة الحكومة والنقابات على المحك,4.5,تمرير قانون الإضراب يضع مستقبل علاقة الحكومة والنقابات المحك
"""جبهة القوى"" يتابع أوراش المونديال",2.5,جبهة القوى يتابع أوراش المونديال
"""الدخان والمرايا"" .. الدكالي يُعري تناقضات خطاب تبون بشأن إسرائيل",6.0,الدخان والمرايا الدكالي تناقضات خطاب تبون بشأن إسرائيل
حمدان: المقاومة الفلسطينية تهزم الكيان الصهيوني.. والعالم سينهار,4.0,حمدان المقاومة الفلسطينية تهزم الكيان الصهيوني والعالم سينهار
"نقابة تستنكر ""تزييف أرقام الإضراب""",2.5,نقابة تستنكر تزييف أرقام الإضراب
"قيادات ""حزب الأحرار"" تستحضر ""الحاجة المجتمعية"" لمراجعة مدونة الأسرة",5.5,قيادات حزب الأحرار تستحضر الحاجة المجتمعية لمراجعة مدونة الأسرة
مكتب الاتصال الإسرائيلي بالرباط: تهجير سكان غزة إلى المغرب مجرد شائعة,6.0,مكتب الاتصال الإسرائيلي بالرباط تهجير سكان غزة المغرب مجرد شائعة
"موخاريق يتهم الحكومة بـ""تزييف نسب المشاركة"" في الإضراب العام",4.5,موخاريق يتهم الحكومة بـ تزييف نسب المشاركة الإضراب العام
"بوريطة: المغرب والعراق يحتاجان إلى ""منتدى بحث التعاون الاقتصادي""",3.0,بوريطة المغرب والعراق يحتاجان منتدى بحث التعاون الاقتصادي
المغرب والعراق يجددان التأكيد على رفض التهجير من الأراضي الفلسطينية,3.0,المغرب والعراق يجددان التأكيد رفض التهجير الأراضي الفلسطينية
واقع التواصل الحكومي في المغرب .. استطلاع مطلوب وارتجال مرفوض,3.0,واقع التواصل الحكومي المغرب استطلاع مطلوب وارتجال مرفوض
"مجلس النواب يتولى طلب تحيين ""رأي بوعياش"" في المسطرة الجنائية",4.5,مجلس النواب يتولى طلب تحيين رأي بوعياش المسطرة الجنائية
أطروحة ترصد تواصل الحكومة بالأزمات,1.5,أطروحة ترصد تواصل الحكومة بالأزمات
دراسة ترصد تقاطعات التشريع الدستوري والوضع الحقوقي في المغرب,3.0,دراسة ترصد تقاطعات التشريع الدستوري والوضع الحقوقي المغرب
لقاء بالبيضاء يتناول كفاح آيت إيدر,3.0,لقاء بالبيضاء يتناول كفاح آيت إيدر
برلمانات إفريقية تعدد أدوار المبادرة الأطلسية في تحقيق الاندماج القاري,5.5,برلمانات إفريقية تعدد أدوار المبادرة الأطلسية تحقيق الاندماج القاري
مجلس النواب يختتم الدورة الثلاثاء,1.5,مجلس النواب يختتم الدورة الثلاثاء
غياب 291 نائبا خلال جلسة تشريعية يثير انقسام الأغلبية والمعارضة,5.5,غياب نائبا خلال جلسة تشريعية يثير انقسام الأغلبية والمعارضة
مقترح قانون يروم تحسين تطبيق قانون الحصول على المعلومات بالمغرب,4.5,مقترح قانون يروم تحسين تطبيق قانون الحصول المعلومات بالمغرب
"الزهراوي: خبر إمكانية استقبال المغرب للفلسطينيين المهجرين ""شائعات مضللة""",4.5,الزهراوي خبر إمكانية استقبال المغرب للفلسطينيين المهجرين شائعات مضللة
"تصريحات العلمي تغضب ""UMT""",2.0,تصريحات العلمي تغضب UMT
"مجلس الحكومة يقر ""تعيينات عليا""",0.5,مجلس الحكومة يقر تعيينات عليا
الأغلبية بمجلس النواب تثمن التعاون,1.5,الأغلبية بمجلس النواب تثمن التعاون
الطالبي العلمي: المبادرة الملكية الأطلسية فرصة تاريخية للتنمية الإفريقية,4.5,الطالبي العلمي المبادرة الملكية الأطلسية فرصة تاريخية للتنمية الإفريقية
"التهراوي يكشف وضعية ""بوحمرون""",2.0,التهراوي يكشف وضعية بوحمرون
"بايتاس: المغرب يوفر ""لقاح العمرة"".. وعائد ضريبة الدخل يصل 435 درهما",5.0,بايتاس المغرب يوفر لقاح العمرة وعائد ضريبة الدخل يصل درهما
"نقابات ""الإضراب العام"" تتوعد الحكومة بالإعلان عن احتجاجات إضافية",3.0,نقابات الإضراب العام تتوعد الحكومة بالإعلان احتجاجات إضافية
"المغرب يدعو إلى إرساء آليات تعاون ناجعة بين ""الدول الإفريقية الأطلسية""",4.5,المغرب يدعو إرساء آليات تعاون ناجعة الدول الإفريقية الأطلسية
أجانب يساندون الإضراب بالمغرب,1.0,أجانب يساندون الإضراب بالمغرب
"صدى قرار ترامب ""يُربك"" برامج الوكالة الأمريكية للتنمية الدولية بالمغرب",6.5,صدى قرار ترامب برامج الوكالة الأمريكية للتنمية الدولية بالمغرب
"هذه مؤشرات ""اندحار"" أساليب إقناع الجزائر بأطروحة جبهة البوليساريو",4.0,مؤشرات اندحار أساليب إقناع الجزائر بأطروحة جبهة البوليساريو
"أول اختبار طيران يقرب المغرب من نظام الحرب الإلكترونية ""Viper Shield""",4.5,اختبار طيران يقرب المغرب نظام الحرب الإلكترونية Viper Shield
السكوري: جرمنا طرد وتنقيل المضربين .. والإضراب العام من حق النقابات,5.5,السكوري جرمنا طرد وتنقيل المضربين والإضراب العام حق النقابات
جبهة الإنقاذ في سوريا تطالب الشرع بقطع العلاقات مع جبهة البوليسايو,5.5,جبهة الإنقاذ سوريا تطالب الشرع بقطع العلاقات جبهة البوليسايو
‪ في إشارة إلى الجزائر .. بنسعيد: قانون حماية التراث يصدّ محاولات السرقة,4.0,إشارة الجزائر بنسعيد قانون حماية التراث محاولات السرقة
مجلس النواب يقر قانون حماية التراث,2.0,مجلس النواب يقر قانون حماية التراث
"الفيدرالية الديمقراطية للشغل: نجاح الدعوة إلى الإضراب العام ""أمر صعب""",5.5,الفيدرالية الديمقراطية للشغل نجاح الدعوة الإضراب العام أمر صعب
مورو: المشاريع المغربية ترفع تحدي التنمية في وجه التغيرات المناخية,3.5,مورو المشاريع المغربية ترفع تحدي التنمية وجه التغيرات المناخية
السكوري: قانون الإضراب مع الحق,2.0,السكوري قانون الإضراب الحق
بموافقة 84 برلمانيا ومعارضة 20 .. النواب يصادقون على قانون الإضراب,3.5,بموافقة برلمانيا ومعارضة النواب يصادقون قانون الإضراب
"""التسخينات الانتخابية"" تنعكس على تعاطي البرلمانيين مع أعضاء الحكومة",2.5,التسخينات الانتخابية تنعكس تعاطي البرلمانيين أعضاء الحكومة
"""الداخلية"" تعرض تحسينات جزئية على النظام الأساسي لموظفي الجماعات",3.0,الداخلية تعرض تحسينات جزئية النظام الأساسي لموظفي الجماعات
"أخنوش: إخراج قانون الإضراب ""لحظة تاريخية"".. والتشغيل يتصدر الأولويات",5.5,أخنوش إخراج قانون الإضراب لحظة تاريخية والتشغيل يتصدر الأولويات
"""معارضة المستشارين"" تنتقد ""تعثر الحكومة في تنزيل الحماية الاجتماعية""",3.0,معارضة المستشارين تنتقد تعثر الحكومة تنزيل الحماية الاجتماعية
"""التقدم والاشتراكية"" يدعم الإضراب العام",2.5,التقدم والاشتراكية يدعم الإضراب العام
"""أغلبية المستشارين"" تشيد بإصلاحات الحكومة وتعزيز المكانة الدولية للمملكة",6.5,أغلبية المستشارين تشيد بإصلاحات الحكومة وتعزيز المكانة الدولية للمملكة
سياسي برازيلي من أصول مغربية يهودية يعود لرئاسة مجلس الشيوخ,4.5,سياسي برازيلي أصول مغربية يهودية يعود لرئاسة مجلس الشيوخ
العلمي: الانسحاب من التصويت على قانون الإضراب خيانة للسيادة الوطنية,4.0,العلمي الانسحاب التصويت قانون الإضراب خيانة للسيادة الوطنية
"""زلزال سياسي"" يهدد الاتحاد الدستوري",2.5,زلزال سياسي يهدد الاتحاد الدستوري
لجنة نيابية تصادق على قانون الإضراب,2.5,لجنة نيابية تصادق قانون الإضراب
أخنوش: نجاعة التدبير تُحسّن المؤشرات.. وأرقام البطالة تحتاج قراءة موضوعية,5.5,أخنوش نجاعة التدبير المؤشرات وأرقام البطالة تحتاج قراءة موضوعية
المغرب يساهم بأكثر من مليوني دولار في ميزانية الأمم المتحدة 2025,6.5,المغرب يساهم بأكثر مليوني ميزانية الأمم المتحدة
تعاون قضائي يجمع المغرب والكويت,1.5,تعاون قضائي يجمع المغرب والكويت
الملك يهنئ الشرع بتوليه رئاسة سوريا,2.0,الملك يهنئ الشرع بتوليه رئاسة سوريا
"المغرب يطلق منصة للخدمات الرقمية ويقترب من ""أنترنيت الجيل الخامس""",4.5,المغرب يطلق منصة للخدمات الرقمية ويقترب أنترنيت الجيل الخامس
الملك يبارك عيد سريلانكا الوطني,1.5,الملك يبارك عيد سريلانكا الوطني
"‬الجزائر تزعم ""رفض تسليح البوليساريو"" .. وخبراء: هروب من المسؤولية",3.5,تزعم رفض تسليح البوليساريو وخبراء هروب المسؤولية
"بنسعيد يرصد مساهمة ""جواز الشباب"" في معالجة إشكالية التشغيل",4.0,بنسعيد يرصد مساهمة جواز الشباب معالجة إشكالية التشغيل
العلاقات المغربية الخليجية .. وشائج استراتيجية تواجه التهديدات الشيعية,2.0,العلاقات المغربية الخليجية وشائج استراتيجية تواجه التهديدات الشيعية
"موخاريق: الحكومة تدعم ""الباطرونا""",1.0,موخاريق الحكومة تدعم الباطرونا
"أغلبية مجلس المستشارين تنوه بـ""هدوء الحكومة"" في إخراج قانون الإضراب",4.0,أغلبية مجلس المستشارين تنوه بـ هدوء الحكومة إخراج قانون الإضراب
معارضة مجلس المستشارين تحذر من تخريب التنسيقيات للعمل النقابي,3.0,معارضة مجلس المستشارين تحذر تخريب التنسيقيات للعمل النقابي
"""المستشارين"" يقر مشروع قانون الإضراب",2.5,المستشارين يقر مشروع قانون الإضراب
"""نقابة UMT"" توضح قرار الانسحاب",2.5,نقابة UMT توضح قرار الانسحاب
الملك يعزي في وفاة هورست كوهلر,1.5,الملك يعزي وفاة هورست كوهلر
رفض إضافة ديباجة لمشروع الإضراب,2.5,رفض إضافة ديباجة لمشروع الإضراب
"نواب: ""غياب"" وزراء يعطل الرقابة",2.5,نواب غياب وزراء يعطل الرقابة
السكوري: الحكومة قبلت أغلب تعديلات النقابات على قانون الإضراب,3.0,السكوري الحكومة قبلت أغلب تعديلات النقابات قانون الإضراب
"المستجدات تجمع ""شبيبة الأحرار""",2.0,المستجدات تجمع شبيبة الأحرار
"""UMT"" تحتج بمجلس المستشارين",1.0,UMT تحتج بمجلس المستشارين
عضوية الجزائر في مجلس الأمن الدولي .. هيبة مفقودة واستغلال للتمثيلية,6.5,عضوية الجزائر مجلس الأمن الدولي هيبة مفقودة واستغلال للتمثيلية
"نقابة ""UMT"" تنادي بإضراب عام",2.5,نقابة UMT تنادي بإضراب عام
الرئيس الجزائري يقيل وزير المالية,1.5,الرئيس الجزائري يقيل وزير المالية
الدريسي: الحركة الشعبية ليست نقابة,2.0,الدريسي الحركة الشعبية نقابة
"بيانات برلمانية تكشف ""تفوق النائبات"" خلال الدورة التشريعية السادسة",5.5,بيانات برلمانية تكشف تفوق النائبات خلال الدورة التشريعية السادسة
استمرار التقارب بين الرباط ونواكشوط يثير القلق وسط خصوم المغرب,3.5,استمرار التقارب الرباط ونواكشوط يثير القلق وسط خصوم المغرب
"""قانون الإضراب"" يبرمج للتصويت",2.0,قانون الإضراب يبرمج للتصويت
بنعبد الله يدين قرارات الإدارة السورية الجديدة ويرفض عقاب ترامب لكوبا,6.5,بنعبد الله يدين قرارات الإدارة السورية الجديدة ويرفض عقاب ترامب لكوبا
"""الاستقلال"" يبعث رسائل انتخابية من الصحراء.. وولد الرشيد يتوقع قيادة الحكومة",5.0,الاستقلال يبعث رسائل انتخابية الصحراء وولد الرشيد يتوقع قيادة الحكومة
فرنسا تعوّل على الشراكة مع المغرب,2.5,فرنسا الشراكة المغرب
"لجنة التعليم  تقر ""مشروع الإضراب""",2.5,لجنة التعليم تقر مشروع الإضراب
الحكومة تقبل تعديلات بشأن الإضراب,1.5,الحكومة تقبل تعديلات بشأن الإضراب
وجوه جديدة تدخل إلى مجلس النواب,1.5,وجوه جديدة تدخل مجلس النواب
مبادرة تشريعية تحاصر التنافي وتمنع أعضاء دواوين من النشاط الحزبي,5.5,مبادرة تشريعية تحاصر التنافي وتمنع أعضاء دواوين النشاط الحزبي
وزيرة خارجية ساو تومي تزور العيون,2.0,وزيرة خارجية ساو تومي تزور العيون
البيت الأبيض: ترامب يفي بأكبر الوعود,5.0,البيت الأبيض ترامب يفي بأكبر الوعود
نقابة: خروقات في تمرير قانون الإضراب,2.5,نقابة خروقات تمرير قانون الإضراب
"الحكومة تقبل تخفيض ""آجال الإضراب"" وتحتفظ بمبدأ ""الأجر مقابل العمل""",5.0,الحكومة تقبل تخفيض آجال الإضراب وتحتفظ بمبدأ الأجر مقابل العمل
الملك محمد السادس يعزي ترامب,1.5,الملك محمد السادس يعزي ترامب
"السكوري يرفض ""الإضراب الفردي"" ويتمسك بتوصيف ""احتلال أماكن العمل""",5.5,السكوري يرفض الإضراب الفردي ويتمسك بتوصيف احتلال أماكن العمل
توقيع اتفاقيات بين المغرب واليمن‎,0.5,توقيع اتفاقيات المغرب
"الحكومة تلجأ إلى توسيع المشاورات قبل ""إضافة ديباجة"" لقانون الإضراب",3.0,الحكومة تلجأ توسيع المشاورات إضافة ديباجة لقانون الإضراب
بوريطة يدعو إلى الانتقال لمراحل جديدة لتحقيق إقامة الدولة الفلسطينية,5.5,بوريطة يدعو الانتقال لمراحل جديدة لتحقيق إقامة الدولة الفلسطينية
"اقتراب شهر رمضان الفضيل يسائل ""الاستغلال السياسي"" للعمل الخيري",5.5,اقتراب شهر رمضان الفضيل يسائل الاستغلال السياسي للعمل الخيري
اليمن يجدد الدعم لمغربية الصحراء,2.5,اليمن يجدد الدعم لمغربية الصحراء
"نقابات المعارضة تتمسك بديباجة قانون الإضراب وإسقاط ""الأجر مقابل العمل""",6.0,نقابات المعارضة تتمسك بديباجة قانون الإضراب وإسقاط الأجر مقابل العمل
"كواليس اجتماع ""رئاسة الأغلبية"" .. نقاشات ساخنة تعيد ضبط إيقاع الحكومة",5.0,كواليس اجتماع رئاسة الأغلبية نقاشات ساخنة تعيد ضبط إيقاع الحكومة
سفير إسبانيا: العلاقات بين مدريد والرباط استراتيجية في جميع المجالات,2.5,سفير إسبانيا العلاقات مدريد والرباط استراتيجية المجالات
حركة انتقالية تعيد انتشار القضاة,2.5,حركة انتقالية تعيد انتشار القضاة
أخنوش يستقبل وزير خارجية اليمن,1.5,أخنوش يستقبل وزير خارجية اليمن
رئاسة الأغلبية الحكومية تعلن الاشتغال على دينامية لتقليص بطالة المغاربة,5.5,رئاسة الأغلبية الحكومية تعلن الاشتغال دينامية لتقليص بطالة المغاربة
الحكومة تقرّ اختصاصات هيئة الصحة,1.0,الحكومة اختصاصات هيئة الصحة
الملك يعزي خادم الحرمين الشريفين,1.5,الملك يعزي خادم الحرمين الشريفين
الزروالي يشيد بتدبير المغرب للحدود,1.5,الزروالي يشيد بتدبير المغرب للحدود
"بايتاس: ""شيطنة"" الحكومة لن تخدم محاربة الفساد .. ومعدل المديونية 69%",3.0,بايتاس شيطنة الحكومة تخدم محاربة الفساد ومعدل المديونية
الملك يشيد بمسار التعاون مع الأردن,1.5,الملك يشيد بمسار التعاون الأردن
الملك يهنئ العاهل فيليبي السادس,1.5,الملك يهنئ العاهل فيليبي السادس
